symbol,basic_statistics,stationarity_test,volatility_analysis,analysis_period
AVGO,"{'mean': 109.95823559158619, 'std': 38.611032958995224, 'min': 55.347999572753906, 'max': 185.9499969482422, 'median': 97.88700103759766, 'skewness': 0.3078710688349605, 'kurtosis': -1.1717984916840234}","{'test_statistic': 0.05847238024013704, 'p_value': 0.9631087370589722, 'critical_values': {'1%': -3.444900499925237, '5%': -2.8679556266351653, '10%': -2.570187288941969}}","{'annual_volatility': 0.3993612687039575, 'max_volatility': 0.7893377477711362, 'min_volatility': 0.14049187711292055, 'avg_volatility': 0.38130166274402677}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
AVY,"{'mean': 196.22447550934947, 'std': 19.37302362553364, 'min': 159.24000549316406, 'max': 229.52000427246094, 'median': 193.99000549316406, 'skewness': 0.07415539297099473, 'kurtosis': -1.394894845439403}","{'test_statistic': -1.4141065494420864, 'p_value': 0.5754948894028995, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.20398378393993255, 'max_volatility': 0.3064315900662805, 'min_volatility': 0.0950743211174409, 'avg_volatility': 0.19803474394862153}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
AWK,"{'mean': 136.2793791646365, 'std': 11.038100991588855, 'min': 113.81999969482422, 'max': 161.4199981689453, 'median': 138.13999938964844, 'skewness': -0.15032712769301884, 'kurtosis': -0.8548844704458407}","{'test_statistic': -2.5080467241394286, 'p_value': 0.11352872584021934, 'critical_values': {'1%': -3.4447087976702284, '5%': -2.867871300049488, '10%': -2.5701423432047443}}","{'annual_volatility': 0.21031093677945661, 'max_volatility': 0.3662910954456585, 'min_volatility': 0.10195569752425361, 'avg_volatility': 0.202213914916011}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
AXON,"{'mean': 261.97678834314775, 'std': 72.90168844049946, 'min': 165.74000549316406, 'max': 603.1799926757812, 'median': 235.3300018310547, 'skewness': 1.0879375390986985, 'kurtosis': 0.8258994639950763}","{'test_statistic': 2.8673168776623936, 'p_value': 1.0, 'critical_values': {'1%': -3.4446773373329576, '5%': -2.8678574606780654, '10%': -2.5701349669405404}}","{'annual_volatility': 0.41141909549215805, 'max_volatility': 1.0080198374579885, 'min_volatility': 0.11135517658583753, 'avg_volatility': 0.32801023693971354}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
AXP,"{'mean': 196.74304045650638, 'std': 40.797566842792904, 'min': 141.30999755859375, 'max': 295.1600036621094, 'median': 179.05999755859375, 'skewness': 0.49452289156415125, 'kurtosis': -1.1450637088130362}","{'test_statistic': 0.19490976021858458, 'p_value': 0.9719746484501113, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.2537757958837784, 'max_volatility': 0.4394836624161011, 'min_volatility': 0.11506571521142883, 'avg_volatility': 0.23586757236190845}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
AZO,"{'mean': 2733.030450138852, 'std': 265.5986943725956, 'min': 2306.64990234375, 'max': 3239.320068359375, 'median': 2671.1298828125, 'skewness': 0.36119424170518166, 'kurtosis': -1.2406938686029134}","{'test_statistic': -1.3542011583329467, 'p_value': 0.6040252541476246, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.2113510137036917, 'max_volatility': 0.3243726088249364, 'min_volatility': 0.11878708686105637, 'avg_volatility': 0.20466964909929322}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
A,"{'mean': 132.679678661665, 'std': 12.383467097353849, 'min': 101.16999816894531, 'max': 159.05999755859375, 'median': 133.5, 'skewness': -0.28589137578496465, 'kurtosis': -0.41520491256864256}","{'test_statistic': -2.1859335696879545, 'p_value': 0.21139031265174196, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.2660886850977003, 'max_volatility': 0.4339954059429294, 'min_volatility': 0.13833947416352377, 'avg_volatility': 0.25716118601038784}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BAC,"{'mean': 33.831691603078575, 'std': 4.988264412825688, 'min': 25.170000076293945, 'max': 45.40999984741211, 'median': 33.70000076293945, 'skewness': 0.18948752124612267, 'kurtosis': -1.2002143437194903}","{'test_statistic': -0.2456555181679064, 'p_value': 0.9328562625523837, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.25397400948914406, 'max_volatility': 0.4466744358390118, 'min_volatility': 0.14109805799284272, 'avg_volatility': 0.2405373395070504}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BALL,"{'mean': 58.55139175676432, 'std': 6.154878266183323, 'min': 42.81999969482422, 'max': 70.72000122070312, 'median': 57.5099983215332, 'skewness': -0.011156016933901091, 'kurtosis': -0.69162207042721}","{'test_statistic': -1.924471162000948, 'p_value': 0.32063810695285355, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.2849570851117869, 'max_volatility': 0.5518000475339845, 'min_volatility': 0.12100021471246408, 'avg_volatility': 0.2693605556043597}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BAX,"{'mean': 39.501199170915164, 'std': 4.0933301433027145, 'min': 31.709999084472656, 'max': 52.56999969482422, 'median': 39.15999984741211, 'skewness': 0.2960132279763579, 'kurtosis': -0.41071538985641753}","{'test_statistic': -3.0699704742752134, 'p_value': 0.028856809668999287, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.29985683697942805, 'max_volatility': 0.5026814143564612, 'min_volatility': 0.133461181477168, 'avg_volatility': 0.27931099038579077}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BA,"{'mean': 197.42509646691397, 'std': 24.593305541741554, 'min': 146.6199951171875, 'max': 264.2699890136719, 'median': 201.13999938964844, 'skewness': 0.13889563312299474, 'kurtosis': -0.05761664255429633}","{'test_statistic': -1.1988999650200298, 'p_value': 0.6740687400972785, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.31027965008313024, 'max_volatility': 0.5507166510076061, 'min_volatility': 0.13655725039197994, 'avg_volatility': 0.2978259407690683}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BBY,"{'mean': 79.66404700432396, 'std': 8.446589041744787, 'min': 62.880001068115234, 'max': 103.30000305175781, 'median': 78.12999725341797, 'skewness': 0.7029776098335182, 'kurtosis': -0.008873355110391223}","{'test_statistic': -1.6834082869255753, 'p_value': 0.4396806614081578, 'critical_values': {'1%': -3.44464601455782, '5%': -2.867843681679954, '10%': -2.570127622873346}}","{'annual_volatility': 0.2970004439424073, 'max_volatility': 0.575595419207878, 'min_volatility': 0.164385627669382, 'avg_volatility': 0.285122253986988}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BDX,"{'mean': 245.83295517457884, 'std': 13.34219782858805, 'min': 221.47000122070312, 'max': 283.5899963378906, 'median': 240.75999450683594, 'skewness': 0.966556907909813, 'kurtosis': 0.2370580127418771}","{'test_statistic': -1.7133131047402774, 'p_value': 0.4242665476039731, 'critical_values': {'1%': -3.44464601455782, '5%': -2.867843681679954, '10%': -2.570127622873346}}","{'annual_volatility': 0.19072573232098325, 'max_volatility': 0.3487310117930527, 'min_volatility': 0.1007462278776904, 'avg_volatility': 0.18220524487538275}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BEN,"{'mean': 25.379036398975447, 'std': 3.038724520286506, 'min': 19.1299991607666, 'max': 33.81999969482422, 'median': 25.790000915527344, 'skewness': -0.03599701652088118, 'kurtosis': -0.6230050196289247}","{'test_statistic': -1.3732176068011, 'p_value': 0.5950464739732705, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.28687982235133586, 'max_volatility': 0.5500447390680849, 'min_volatility': 0.16600817729711073, 'avg_volatility': 0.27566525708552264}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BG,"{'mean': 100.22670221430842, 'std': 7.294873116316351, 'min': 82.62000274658203, 'max': 115.9800033569336, 'median': 99.22000122070312, 'skewness': 0.15415679526024845, 'kurtosis': -0.7921715768654365}","{'test_statistic': -2.00227242812994, 'p_value': 0.2855776083804822, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.2694670217037277, 'max_volatility': 0.6568826224639486, 'min_volatility': 0.1299528684108064, 'avg_volatility': 0.2515335872293321}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BIIB,"{'mean': 245.4655032760326, 'std': 35.2678359085927, 'min': 173.0399932861328, 'max': 318.05999755859375, 'median': 247.16000366210938, 'skewness': -0.022320174944285016, 'kurtosis': -0.9556929359827588}","{'test_statistic': -0.3107830099913873, 'p_value': 0.9239631903502585, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.23868579254476918, 'max_volatility': 0.3659156316074663, 'min_volatility': 0.11260501979303918, 'avg_volatility': 0.23156151917368814}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BKNG,"{'mean': 3268.4185192426726, 'std': 592.2075020977187, 'min': 2032.2099609375, 'max': 5001.18994140625, 'median': 3238.27001953125, 'skewness': 0.22145860943042617, 'kurtosis': -0.6205316976526185}","{'test_statistic': -0.06273472798853268, 'p_value': 0.953026108936101, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.25796298635549797, 'max_volatility': 0.44889516569339033, 'min_volatility': 0.1325610196475649, 'avg_volatility': 0.24723016816914464}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BKR,"{'mean': 32.885224846752095, 'std': 2.9008917893406148, 'min': 26.729999542236328, 'max': 43.099998474121094, 'median': 33.16999816894531, 'skewness': 0.02852197024986881, 'kurtosis': -0.17521154404739114}","{'test_statistic': -0.9322039270816707, 'p_value': 0.7771823300413676, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.2749711317170843, 'max_volatility': 0.42565224516535927, 'min_volatility': 0.11683449696500162, 'avg_volatility': 0.2573539356870415}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BK,"{'mean': 53.03933615347558, 'std': 9.751956559029356, 'min': 39.66999816894531, 'max': 78.19999694824219, 'median': 51.400001525878906, 'skewness': 0.7752439149519826, 'kurtosis': -0.24325114312849783}","{'test_statistic': 1.0759103770231988, 'p_value': 0.9950056917945356, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.21344594558162547, 'max_volatility': 0.45311965521987213, 'min_volatility': 0.10261447453872226, 'avg_volatility': 0.2034706554343179}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BLDR,"{'mean': 143.13256950296733, 'std': 37.790909731104136, 'min': 65.3499984741211, 'max': 211.1199951171875, 'median': 144.74000549316406, 'skewness': -0.26344170753277957, 'kurtosis': -0.8893313027020597}","{'test_statistic': -1.8424352048475803, 'p_value': 0.3596064572505836, 'critical_values': {'1%': -3.4445220811896657, '5%': -2.8677891615873192, '10%': -2.5700985643950656}}","{'annual_volatility': 0.4282584265487523, 'max_volatility': 0.7859124680613219, 'min_volatility': 0.18504144302871178, 'avg_volatility': 0.4146275934605153}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BLK,"{'mean': 760.8458898899642, 'std': 94.6803184716971, 'min': 598.0800170898438, 'max': 1039.280029296875, 'median': 756.3499755859375, 'skewness': 0.7186581621114744, 'kurtosis': 0.1539313264837623}","{'test_statistic': 0.6193133204770338, 'p_value': 0.9880821204636904, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.203673528938342, 'max_volatility': 0.3096719410905646, 'min_volatility': 0.1288012200764205, 'avg_volatility': 0.19613477287787753}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BMY,"{'mean': 56.05102784117999, 'std': 9.427958465375596, 'min': 39.65999984741211, 'max': 74.52999877929688, 'median': 52.790000915527344, 'skewness': 0.25872331687957556, 'kurtosis': -1.070381648808665}","{'test_statistic': -1.7128998725538656, 'p_value': 0.4244786298178452, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.23342479793068527, 'max_volatility': 0.5161317377639452, 'min_volatility': 0.08811434213225737, 'avg_volatility': 0.21621570335795226}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BRO,"{'mean': 77.7526551926672, 'std': 15.148194628337075, 'min': 53.43000030517578, 'max': 112.43000030517578, 'median': 73.41999816894531, 'skewness': 0.4364550066146455, 'kurtosis': -0.8680873092039119}","{'test_statistic': 0.7871600234131031, 'p_value': 0.9914260540583723, 'critical_values': {'1%': -3.4444914328761977, '5%': -2.8677756786103683, '10%': -2.570091378194011}}","{'annual_volatility': 0.19271027242507877, 'max_volatility': 0.3087285778039105, 'min_volatility': 0.10395224109710421, 'avg_volatility': 0.18372961848229857}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BR,"{'mean': 183.09156348414288, 'std': 25.121405125705365, 'min': 133.02000427246094, 'max': 225.2100067138672, 'median': 192.00999450683594, 'skewness': -0.45900845430444726, 'kurtosis': -1.1473641590878256}","{'test_statistic': -1.1892621401714225, 'p_value': 0.6781977273447304, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.19271486523340056, 'max_volatility': 0.31296495194008994, 'min_volatility': 0.10028028753095386, 'avg_volatility': 0.18339209846427176}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BSX,"{'mean': 61.87342608204746, 'std': 12.7410086319705, 'min': 45.09000015258789, 'max': 88.25, 'median': 55.439998626708984, 'skewness': 0.528404871185996, 'kurtosis': -1.1609091299345398}","{'test_statistic': 0.5495741688962577, 'p_value': 0.9863044707185515, 'critical_values': {'1%': -3.4444609168389615, '5%': -2.8677622536920317, '10%': -2.5700842229549266}}","{'annual_volatility': 0.1847705563828614, 'max_volatility': 0.3260014865829341, 'min_volatility': 0.10126169441750373, 'avg_volatility': 0.1794856284847535}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
BWA,"{'mean': 37.092359604110555, 'std': 4.271332376048938, 'min': 30.15999984741211, 'max': 46.95000076293945, 'median': 35.83000183105469, 'skewness': 0.37712774800612453, 'kurtosis': -1.0903959599296034}","{'test_statistic': -1.7275950754453053, 'p_value': 0.4169536644843159, 'critical_values': {'1%': -3.444583778100581, '5%': -2.8678163032301995, '10%': -2.570113030490433}}","{'annual_volatility': 0.3112452079913891, 'max_volatility': 0.5321691342391051, 'min_volatility': 0.1622843231415054, 'avg_volatility': 0.30390499370710433}","{'start_date': Timestamp('2023-01-03 00:00:00'), 'end_date': Timestamp('2024-11-08 00:00:00'), 'trading_days': 467}"
